"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
4621,"Matteo Brighi",3,2,74,66,54,58,58,68,70,68,68,64,76,72,70,50,64,68,64,66
4622,"Daniele Cacia",3,2,72,61,13,15,14,36,71,75,15,38,61,34,72,74,51,60,48,70
4623,"Steve von Bergen",3,2,57,35,63,68,70,77,69,31,74,49,66,63,57,22,32,42,18,38
4624,"Benoît Cheyrou",3,2,73,71,63,68,67,75,69,63,70,71,71,74,76,53,61,72,70,67
4625,"Gerhard Tremmel",3,1,24,14,13,13,12,41,74,12,25,12,23,22,14,15,11,15,13,13
4626,"Steed Malbranque",3,3,77,72,48,54,61,76,68,65,65,63,79,74,50,55,61,72,66,63
4627,"Rúben Fernandes",3,2,62,47,72,69,68,67,69,40,73,51,64,59,65,39,51,48,31,51
4628,"Stefan Ishizaki",3,3,73,71,42,38,51,43,73,72,43,79,76,71,69,62,78,79,77,77
4629,"Moreira",2,1,29,17,12,14,10,40,67,14,23,19,33,34,44,14,11,18,17,19
4630,"Sergiu Hanca",3,3,65,65,64,64,61,55,69,73,57,74,65,62,65,58,49,71,56,56
4631,"Damir Šovšic",4,3,67,73,38,35,39,45,57,59,51,66,74,71,71,63,70,72,63,63
4632,"Juan Sebastián Verón",4,3,78,65,69,42,43,81,70,74,48,73,78,74,77,59,77,82,80,65
4633,"Cristian Colmán",4,3,66,70,19,18,17,66,64,68,13,29,53,36,74,71,61,56,49,66
4634,"Tomáš Soucek",3,2,68,62,70,65,68,68,67,62,73,57,72,67,69,61,67,59,58,64
4635,"Antonín Barák",3,2,73,68,52,47,59,58,67,68,59,71,74,68,81,68,77,58,65,65
4636,"Manolis Siopis",3,2,64,60,75,75,71,68,66,48,69,61,73,69,66,50,58,41,58,28
4637,"Sasa Lukic",3,2,76,75,61,69,69,64,64,58,64,66,76,72,68,54,64,72,68,68
4638,"Michael Ngadeu-Ngadjui",5,2,51,31,62,68,70,68,70,31,67,28,63,56,72,38,21,30,26,38
4639,"Maximiliano Olivera",3,2,74,74,66,72,72,64,63,58,65,74,68,58,65,53,68,65,71,38
4640,"Andriy Totovytskyi",3,3,70,71,33,38,43,52,68,69,39,67,72,62,72,67,70,64,65,63
4641,"Alberth Elis",4,3,74,75,23,25,21,70,66,64,33,62,66,60,69,65,62,60,57,66
4642,"Omer Atzili",3,3,75,75,22,24,32,31,66,69,34,71,61,60,71,70,67,72,59,59
4643,"Ever Corredeira",3,2,66,62,20,26,27,62,67,69,26,42,60,41,70,75,67,55,54,72
4644,"Nilson Padilho",3,3,73,65,45,40,43,74,76,72,40,48,71,74,72,56,49,46,49,63
4645,"Luan Sendeiro",3,2,69,55,68,67,63,62,68,52,67,65,72,78,72,52,59,53,75,40
4646,"Jailson Oliva",3,2,64,68,64,66,70,62,66,41,72,64,62,56,54,33,34,53,43,36
4647,"João Bardinho",4,2,73,73,63,67,64,58,76,56,65,74,72,68,63,55,59,75,75,65
4648,"Rafa Navarro",3,2,70,61,66,71,70,61,60,56,61,70,68,42,67,34,41,52,49,36
4649,"Srdjan Babic",3,2,62,46,72,71,76,62,63,28,64,23,58,56,57,35,41,41,40,33
4650,"Youssef En-Nesyri",4,3,70,71,16,27,31,33,69,67,31,48,59,40,67,72,64,37,47,65
4651,"Matthijs de Ligt",4,2,69,58,66,64,70,69,66,40,72,47,72,69,64,24,35,28,31,29
4652,"Achraf Hakimi",2,2,68,70,59,71,66,57,63,58,68,69,68,65,71,57,60,46,55,37
4653,"Mateus",2,2,65,63,68,70,72,85,59,36,72,45,73,66,73,39,65,45,40,41
4654,"Ratón",2,1,28,10,6,14,14,23,68,8,11,11,40,34,21,5,7,14,12,6
4655,"Platiny",3,2,63,66,13,18,17,41,69,66,18,33,55,32,74,75,68,66,41,65
4656,"Sergey Chernik",2,1,15,11,7,12,12,21,56,4,6,10,13,16,17,5,9,14,13,8
4657,"Salvi",3,3,66,69,26,41,39,43,63,62,38,71,67,54,62,67,59,65,65,54
4658,"Alberto Benito",3,2,66,67,68,70,71,70,63,60,64,69,62,58,56,28,52,58,49,36
4659,"Didi",2,2,59,52,69,67,72,66,66,42,73,54,62,59,67,33,42,38,26,42
4660,"Borja Lasso",3,3,75,76,31,38,45,81,67,64,48,72,71,69,74,66,68,63,64,52
4661,"Allan Ardaújo",4,3,75,66,37,38,44,47,70,65,42,64,73,68,66,56,59,70,63,63
4662,"Jairo Farnias",3,1,8,7,8,11,10,45,71,11,11,11,18,15,14,7,6,11,10,6
4663,"Ricky Guerreda",4,2,67,61,69,72,71,62,68,48,69,65,68,61,55,40,42,60,51,41
4664,"Elgezabal",3,2,63,39,72,70,69,76,59,38,68,40,63,59,58,24,26,36,46,32
4665,"Milad Mohammadi",4,3,72,74,63,61,70,65,65,60,65,72,63,57,57,48,60,59,50,55
4666,"Daisuke Suzuki",3,2,66,54,67,71,69,59,70,27,71,58,67,65,51,28,25,35,40,38
4667,"Bernardo",3,2,69,61,66,74,73,73,68,55,70,52,69,59,67,28,58,47,32,35
4668,"Guillermo Acosta",3,2,69,68,56,61,60,75,73,59,65,62,70,70,60,54,62,52,48,45
4669,"Gonzalo Papa",2,2,60,58,67,72,76,66,75,49,76,56,64,61,51,37,50,57,46,35
4670,"Nicolás Romat",3,2,61,63,78,62,63,65,75,45,77,68,61,59,70,40,59,40,43,21
4671,"Nicolás Silva",4,2,66,77,11,16,15,33,65,60,19,69,69,67,52,52,51,66,72,48
4672,"Wataru Endo",3,2,64,65,68,69,71,71,70,32,69,47,58,56,59,37,52,37,43,26
4673,"Christopher Nkunku",3,3,74,74,58,66,69,57,67,68,64,60,74,65,61,56,55,71,65,44
4674,"Ryota Moriwaki",3,2,55,56,70,71,73,68,69,38,74,38,51,41,64,34,51,41,48,32
4675,"Milan Škriniar",4,2,60,42,70,73,74,68,60,36,68,43,64,61,54,41,35,38,39,45
4676,"Emanuel Dening",3,3,62,77,14,16,13,62,77,76,15,32,58,47,66,81,68,42,39,55
4677,"Gabriel Sanabria",3,3,73,66,41,46,48,66,66,66,42,71,72,71,60,55,54,68,73,40
4678,"Leonardo Castro",4,3,67,69,15,10,16,38,69,77,32,57,62,52,73,74,56,43,31,68
4679,"Yann Karamoh",3,3,70,71,24,26,25,50,65,63,20,65,67,63,66,70,67,64,44,66
4680,"Javi Ontiveros",3,3,74,75,24,23,25,35,63,62,23,69,76,67,72,68,71,70,61,37
4681,"Cameron Borthwick-Jackson",3,2,65,64,67,71,74,57,61,50,64,75,69,62,45,42,43,74,42,41
4682,"Alexis Soto",2,2,60,78,73,83,74,75,69,41,65,53,58,44,32,25,27,40,41,37
4683,"Joris Gnagnon",2,2,67,52,74,68,73,61,57,35,61,35,63,47,48,28,27,29,28,32
4684,"Emre Mor",3,4,80,86,19,29,28,55,66,59,28,54,57,49,69,65,60,53,38,62
4685,"Nejc Skubic",3,2,68,65,65,67,68,54,68,68,74,68,68,51,62,44,46,31,34,60
4686,"Jozo Šimunovic",3,2,62,60,67,70,70,68,62,30,69,24,67,60,42,19,26,24,25,31
4687,"Saberto Botelho",3,2,62,52,70,71,75,88,67,51,66,39,68,66,70,42,53,37,32,49
4688,"Sevinho Santos",3,4,71,72,31,31,31,41,72,77,31,58,52,50,68,66,67,68,56,60
4689,"Vicemte Tófoli",2,3,73,71,28,32,36,44,66,74,38,58,69,59,68,77,62,64,68,69
4690,"Diogildo Peixe",4,4,71,77,22,23,24,45,66,61,34,71,67,56,71,61,67,45,55,72
4691,"Raphael Paneira",4,4,76,76,49,48,44,44,61,74,31,43,70,64,52,62,67,44,57,63
4692,"Macarinho Louro",3,4,77,75,23,26,25,37,66,59,26,77,71,72,54,61,62,55,56,51
4693,"Renaldo Justinho",4,4,67,72,52,40,51,48,68,70,40,66,71,58,56,62,54,64,61,71
4694,"Alam Basteirinho",4,4,71,73,37,44,47,63,68,68,48,68,72,66,54,59,65,65,73,67
4695,"Diegildo Ramos",5,2,61,63,63,72,71,71,73,49,71,62,69,66,57,55,56,44,48,41
4696,"Ansel Barnisco",3,2,61,64,72,71,66,55,73,58,72,55,71,72,55,51,53,44,42,46
4697,"Nazarinho Rios",3,2,62,63,69,71,74,67,66,44,55,62,72,77,56,41,55,44,45,31
4698,"Lourival Dinisco",3,2,52,41,71,67,73,63,62,23,67,44,61,71,62,52,54,45,43,31
4699,"Allison Sireo",3,2,49,34,69,64,74,72,71,42,72,36,48,45,58,29,21,30,34,37
4700,"Eltson Marques",3,2,68,36,65,73,68,66,75,28,74,35,48,53,57,37,42,33,45,43
4701,"Césario Figueirido",3,2,51,44,74,74,72,49,67,31,55,57,62,61,53,52,44,51,55,49
4702,"Milton Menceiros",3,2,59,51,67,66,66,67,73,50,76,38,66,56,61,44,46,55,40,52
4703,"Bernardo Motinho",3,2,62,67,71,71,71,57,67,51,66,77,67,61,53,51,52,41,42,54
4704,"Sérgio Espinho",3,2,61,62,72,73,74,66,62,47,73,66,68,67,51,45,46,53,57,55
4705,"Paulo Mesqueira",5,3,73,76,55,62,63,49,76,67,58,76,67,68,81,75,76,73,73,64
4706,"Daguinho Parrela",3,3,61,55,66,67,68,67,64,56,63,72,73,71,43,41,42,45,46,44
4707,"Luisinho Conradi",3,3,76,75,63,69,71,62,72,68,59,72,66,68,62,54,53,74,51,59
4708,"Wagner Orsinho",3,3,64,61,65,67,72,61,71,60,64,73,73,71,59,52,62,62,48,54
4709,"Emerson Avintes",3,3,74,68,20,21,25,63,54,75,21,71,74,65,71,69,75,79,75,66
4710,"Breno Bemposta",3,2,74,67,65,60,77,51,71,61,66,56,69,65,72,41,76,74,75,46
4711,"Enzo Chissano",3,2,68,55,64,67,70,75,66,56,67,61,68,72,57,54,48,63,56,53
4712,"Alexio Sanctos",3,2,64,60,76,74,77,85,74,50,66,66,63,59,76,48,42,32,40,36
4713,"Renatao Baumer",2,2,64,56,71,70,75,69,59,51,64,70,72,64,57,47,60,62,58,52
4714,"Alam Araújo",3,3,62,71,68,73,73,55,61,55,64,71,71,71,51,55,44,61,66,44
4715,"Victor Fachinhas",2,1,17,9,8,9,8,49,66,13,13,11,20,18,23,8,9,9,23,8
4716,"Vital Nsimba",3,2,60,67,70,61,71,74,65,58,71,66,61,61,69,56,63,65,42,49
4717,"Fran Villalba",3,3,71,77,28,31,34,38,62,61,36,66,71,68,44,60,66,74,73,51
4718,"Andrey Lunev",3,1,17,15,15,12,20,26,56,11,20,16,23,21,24,14,13,18,17,21
4719,"Georgiy Dzhikiya",3,2,50,63,69,71,73,57,57,55,74,58,63,65,74,40,60,60,68,26
4720,"Rodrigo Pinho",2,2,77,67,14,22,17,36,63,63,13,39,63,50,73,71,62,65,56,51
4721,"Victorien Angban",4,3,73,69,59,64,72,80,59,59,67,59,72,70,58,46,55,59,45,37
4722,"Pascal Stenzel",3,2,73,67,67,69,70,71,69,52,68,65,72,62,56,37,48,57,35,39
4723,"Fernando De Paul",3,1,15,18,14,14,12,15,61,14,24,11,29,22,21,15,12,19,12,13
4724,"David Rocha",3,2,70,63,57,58,64,68,67,62,63,64,73,72,72,56,70,76,72,47
4725,"Matheus Pereira",3,5,75,78,30,38,40,50,74,61,33,60,70,60,58,60,52,73,64,66
4726,"Charles",2,1,24,20,13,13,18,25,67,8,20,12,22,18,19,13,18,19,13,19
4727,"Elohim Rolland",3,2,69,72,57,65,66,74,67,65,65,52,71,65,74,57,71,54,47,63
4728,"Davide Calabria",3,2,68,66,68,72,68,72,56,42,70,68,64,64,46,30,48,62,38,43
4729,"Hidde Jurjus",3,1,24,19,20,16,17,32,69,11,15,19,21,45,24,14,12,14,19,12
4730,"Marc Roberts",2,2,66,33,66,66,68,65,66,25,72,23,50,51,33,21,20,24,29,23
4731,"Zinédine Machach",3,2,74,77,52,62,60,72,65,63,52,72,74,69,61,61,61,59,49,58
4732,"Raillo",3,2,59,58,64,72,67,71,62,51,74,29,69,59,54,25,39,42,36,37
4733,"Alexandre Silva",3,3,72,74,18,19,22,46,69,70,20,54,67,48,67,68,53,68,33,57
4734,"Giovanni Troupée",3,2,70,74,68,64,66,67,68,57,66,70,67,64,62,44,46,55,49,45
4735,"Georgiy Tigiev",5,2,65,68,68,74,71,74,61,48,68,60,70,56,64,34,65,65,67,45
4736,"Brandley Kuwas",3,3,71,79,21,19,21,56,61,63,23,60,68,59,76,65,68,73,45,45
4737,"Rico Strieder",3,2,68,61,67,67,65,62,69,44,74,57,73,68,59,37,32,48,45,44
4738,"Óscar Vílchez",3,2,66,56,69,65,72,74,74,20,73,49,69,63,57,34,50,38,48,31
4739,"Josep Señé",3,3,70,71,38,56,49,46,70,72,56,64,75,71,48,69,67,63,60,46
4740,"Nuno Santos",2,3,71,75,24,26,22,67,66,61,41,70,67,63,79,58,71,77,73,68
4741,"Kim Seung Joon",4,3,68,70,16,17,14,27,63,72,18,66,67,47,67,71,64,48,27,58
4742,"Anastasios Donis",4,3,71,76,23,24,18,56,69,68,20,45,67,46,68,70,64,47,41,63
4743,"Hugo Basto",3,2,55,51,70,64,71,67,69,31,72,42,60,45,74,28,65,28,31,36
4744,"Dmitriy Stotskiy",4,3,71,68,58,63,66,63,63,64,61,70,68,66,69,65,49,60,62,53
4745,"Samuel Adegbenro",4,4,73,75,22,23,32,64,67,65,26,63,60,39,67,62,65,57,63,53
4746,"Damián Lemos",3,2,60,56,66,74,72,77,74,50,73,56,64,66,46,37,36,60,53,31
4747,"Cristian Arrieta",3,2,62,59,64,71,69,67,61,65,68,62,56,55,41,41,45,40,30,39
4748,"Melero",3,3,72,65,64,70,71,55,66,67,72,55,73,71,71,67,70,68,67,48
4749,"Yojiro Takahagi",2,3,69,69,55,60,65,53,64,71,66,55,73,68,56,62,63,63,66,64
4750,"Jhonathan Muñoz",3,2,54,49,74,68,74,72,56,29,72,50,57,60,31,40,21,23,29,32
4751,"Ivo Rodrigues",3,3,71,71,35,46,43,69,71,70,36,63,66,51,77,67,64,65,51,59
4752,"Bruno Santos",3,2,61,63,71,71,75,63,68,49,76,57,57,35,34,28,28,41,35,28
4753,"Benjamin Pavard",3,2,68,63,74,70,72,69,65,54,73,65,68,66,60,37,36,49,45,43
4754,"Matías Escudero",2,2,53,31,71,64,69,66,75,25,77,26,54,46,32,16,25,23,24,21
4755,"Antonio Milic",3,2,61,46,68,67,71,68,69,42,68,61,65,67,57,34,42,36,41,37
4756,"Kieran Tierney",2,2,67,68,66,71,68,66,62,50,67,70,67,57,65,26,35,63,32,26
4757,"Fabián",3,3,75,70,49,55,63,47,61,65,56,60,75,72,57,66,72,70,59,52
4758,"Che Adams",4,3,69,71,30,36,38,60,65,68,36,49,59,52,72,72,65,60,59,47
4759,"Assane Gnoukouri",3,2,73,68,59,65,70,61,64,62,67,62,74,73,63,47,49,54,46,50
4760,"Steven Bergwijn",2,4,75,77,24,26,25,44,66,59,21,57,64,52,72,65,65,70,57,62
4761,"Olivier Boscagli",4,2,68,66,70,68,72,70,66,59,71,67,66,63,39,20,21,29,30,22
4762,"Daniele Verde",4,3,77,75,28,35,37,58,58,56,24,64,68,60,72,50,60,68,43,60
4763,"Washington",2,2,67,65,65,67,70,70,70,63,70,57,71,65,65,51,70,47,46,34
4764,"Oliver Burke",3,3,69,73,36,27,38,59,65,64,34,63,64,55,70,67,53,62,38,48
4765,"Carlos Embalo",3,3,72,74,12,15,13,36,65,60,12,62,66,61,68,58,62,61,37,47
4766,"Duje Caleta-Car",3,2,53,54,69,72,75,71,55,60,63,28,62,43,48,32,35,28,31,32
4767,"Jarlan Barrera",4,4,68,76,47,50,46,40,64,61,24,72,68,70,57,57,68,60,69,40
4768,"Ramahlwe Mphahlele",3,2,69,64,72,72,76,39,56,45,69,68,59,66,32,24,29,45,42,32
4769,"Alex Meret",2,1,22,16,14,12,21,22,68,20,22,15,29,22,21,17,21,20,21,20
4770,"Joe Gomez",3,2,65,65,69,72,71,63,65,51,62,57,65,53,41,26,26,41,29,24
4771,"Jean-Luc Dompé Diarra",2,4,71,76,33,41,39,57,57,61,39,67,66,63,80,60,78,80,65,74
4772,"André Moreira",2,1,17,12,12,21,17,27,64,13,19,14,24,25,22,15,17,17,15,12
4773,"Lewis Cook",4,3,76,75,61,65,66,79,69,55,66,57,75,68,60,56,57,48,57,44
4774,"Sasa Zdjelar",3,2,70,59,70,68,69,72,70,44,68,45,70,59,70,47,70,38,53,44
4775,"Dabney Dos Santos",3,4,73,75,40,40,44,41,65,62,55,65,68,64,65,55,52,66,53,55
4776,"Sofyan Amrabat",3,3,77,75,56,52,55,66,68,50,55,70,74,70,59,47,48,55,49,46
4777,"Marcos Riquelme",4,2,67,63,15,16,19,33,68,68,17,42,53,35,70,70,66,58,54,57
4778,"Alejandro Márquez",2,2,62,61,73,71,69,80,64,49,71,51,64,67,55,34,55,49,33,39
4779,"Sergio Herrera",3,1,27,15,13,18,17,25,68,13,12,20,24,21,23,16,24,21,21,32
4780,"Vítor Bruno",4,3,66,64,67,72,69,69,58,58,63,70,63,66,63,61,63,66,61,60
4781,"Julio Chiarini",2,1,17,13,12,15,11,19,57,12,23,15,25,21,18,18,15,20,17,15
4782,"João Afonso",3,2,55,46,71,69,73,67,64,24,63,38,52,34,45,29,21,27,30,28
4783,"Stephen Kingsley",2,2,67,69,70,70,73,60,62,67,65,74,67,55,45,33,32,73,68,25
4784,"Tom van Weert",4,2,65,58,20,22,21,29,66,80,20,39,61,36,69,74,64,49,39,56
4785,"Granell",4,3,71,67,52,54,63,71,61,63,62,67,76,70,73,68,77,79,76,56
4786,"Borja Lázaro",4,3,66,60,17,20,38,67,64,78,15,42,52,33,73,69,56,51,35,77
4787,"Rui Correia",2,2,51,41,71,72,74,71,67,27,68,32,53,44,45,28,24,33,35,31
4788,"Concha",3,3,74,78,18,27,23,32,64,71,30,67,62,65,53,70,64,71,52,65
4789,"Emil Berggreen",4,2,70,67,19,22,26,58,65,69,26,32,61,45,72,70,58,64,68,59
4790,"Aleksandar Pešic",3,2,69,67,35,46,48,73,66,72,30,58,71,49,78,67,65,56,55,68
4791,"Filipe Melo",2,2,65,58,66,64,69,73,68,53,72,62,68,65,58,33,42,50,40,37
4792,"Lucas Diarte",3,2,65,57,73,82,76,54,74,45,61,53,62,35,40,26,23,31,33,28
4793,"Carraça",3,2,69,67,64,63,68,75,73,60,67,60,73,69,77,46,69,68,69,57
4794,"Emanuel Aguilera",2,2,62,52,71,69,72,66,67,55,69,37,58,58,58,40,56,59,67,33
4795,"Ogulcan Çaglayan",3,3,74,76,23,22,24,53,65,63,23,64,69,63,67,60,61,65,64,62
4796,"Muammer Yildirim",2,1,19,17,11,19,18,16,70,12,23,13,20,17,20,14,12,13,16,14
4797,"Dorin Rotariu",4,4,72,75,31,27,29,35,75,70,30,69,68,58,60,66,67,69,60,55
4798,"Fernando Pellegrino",2,1,25,15,17,15,16,19,62,12,19,16,28,25,20,17,15,19,22,15
4799,"Selim Ay",2,2,51,42,70,66,69,78,60,41,70,49,61,59,64,33,43,26,36,24
4800,"Pablo Pérez",3,2,73,70,49,47,48,49,70,73,56,59,75,73,64,65,62,67,58,63
4801,"Benno Schmitz",3,2,66,62,70,67,71,65,70,63,66,67,71,52,71,35,64,68,58,42
4802,"Martin Ødegaard",4,4,76,83,18,42,31,32,52,61,48,52,71,59,38,55,52,58,54,48
4803,"Ezequiel Unsain",2,1,22,21,21,20,19,18,67,9,20,15,32,23,22,14,12,20,17,18
4804,"José Carlos",3,2,68,47,69,74,71,58,65,22,71,48,66,63,43,21,20,46,48,31
4805,"Barnes Osei",2,3,69,78,21,23,27,57,72,69,23,63,61,44,73,63,62,56,33,64
4806,"Vasil Bozhikov",3,2,55,42,70,70,73,67,63,49,66,65,60,49,26,37,38,28,24,30
4807,"Strahil Popov",3,2,63,69,72,71,69,64,72,64,70,71,64,62,64,62,63,73,65,51
4808,"Leonel Di Plácido",2,2,68,76,60,72,69,61,61,59,59,72,64,58,63,28,57,38,33,54
4809,"Patrick Roberts",2,3,73,78,22,19,18,38,62,58,21,60,69,62,58,61,60,56,49,52
4810,"Kasper Fisker",2,2,71,70,33,30,42,76,59,64,30,73,68,68,68,61,68,69,68,45
4811,"Paul Seguin",3,2,69,64,68,68,71,68,71,51,67,54,72,68,62,46,51,41,43,48
4812,"Gonzalo Díaz",2,2,73,77,36,38,40,49,63,62,26,66,65,60,66,54,52,56,47,57
4813,"Kim Do Hyeok",3,2,63,59,59,48,59,69,67,58,60,58,76,73,64,56,63,57,63,43
4814,"Ryan Hollingshead",3,3,69,69,69,67,68,72,67,63,71,59,64,58,79,59,62,56,39,40
4815,"Ernesto Hernández",2,1,22,15,20,18,12,21,66,10,13,19,24,23,16,18,11,16,15,19
4816,"Armando Vargas",3,4,72,69,30,34,32,49,65,62,35,72,73,68,68,59,66,70,69,59
4817,"Dieter Villalpando",4,3,69,70,46,49,47,57,58,66,59,59,70,71,70,60,68,71,70,63
4818,"Ante Puljic",3,2,54,32,69,71,72,71,68,38,67,47,57,52,61,37,40,25,28,30
4819,"Gerónimo Poblete",3,2,69,65,60,66,71,64,74,47,69,56,78,72,60,47,55,55,40,41
4820,"Tim Leibold",2,3,65,74,59,68,68,75,66,68,59,68,70,59,64,55,54,72,52,42
4821,"Cameron Brannagan",3,2,64,63,62,66,64,75,63,63,61,68,74,76,74,58,67,72,74,52
4822,"Ryan Thomas",4,3,75,77,39,34,30,51,69,66,59,58,73,63,70,53,64,55,66,47
4823,"Federico Mattiello",4,3,73,70,68,72,72,66,60,60,60,72,69,63,76,42,76,76,59,69
4824,"Kemar Lawrence",2,2,66,65,64,66,68,72,68,63,64,66,60,47,59,36,43,56,20,47
4825,"Dmytro Khomchenovskyi",4,3,71,72,33,31,32,33,69,57,22,73,71,67,70,54,61,53,45,49
4826,"Bersant Celina",3,3,77,77,12,15,19,50,55,60,16,65,69,62,71,70,66,65,75,35
4827,"Jorginho",3,3,73,71,14,20,24,53,76,69,30,62,65,58,74,66,56,52,31,67
4828,"Zhivko Milanov",2,2,64,64,72,64,69,75,69,59,72,70,66,61,51,38,55,54,58,43
4829,"Ismaïl Aissati",4,3,72,70,33,23,35,34,69,68,42,68,70,64,64,57,63,64,66,61
4830,"Gheorghe Grozav",4,3,73,70,24,25,27,52,66,66,43,57,70,59,70,69,60,60,62,64
4831,"Igor Bubnjic",2,2,51,43,74,72,73,73,64,15,66,26,45,51,57,14,30,35,32,28
4832,"Ante Rebic",3,3,72,72,16,15,20,52,66,68,20,56,66,48,71,68,66,57,58,55
4833,"Jimmy Medranda",2,3,70,66,68,70,72,76,65,60,69,64,59,56,69,52,58,46,42,37
4834,"Dimitri Cavaré",2,2,67,64,72,70,73,79,66,39,72,67,66,59,66,30,39,32,31,30
4835,"Baptiste Santamaria",2,2,74,69,64,61,67,66,61,58,64,62,76,73,60,63,55,48,44,36
4836,"Uroš Matic",2,3,67,68,57,55,59,71,72,71,60,58,73,72,70,63,63,54,60,55
4837,"Raffaele Di Gennaro",2,1,25,18,16,16,19,21,64,12,22,11,26,18,22,14,11,12,17,19
4838,"Saúl",3,3,70,57,61,71,70,59,65,49,70,74,71,54,66,29,65,59,65,22
4839,"Pedro Tiba",3,3,72,64,57,68,71,70,64,60,68,58,76,59,81,58,65,70,59,51
4840,"Raúl Osorio",3,2,54,56,70,69,71,76,58,25,69,24,51,50,35,23,18,29,20,29
4841,"César Pinares",3,4,71,73,33,35,25,36,62,70,57,54,66,66,73,55,73,74,71,43
4842,"Pozo",3,4,78,75,48,50,52,34,58,63,46,62,69,61,62,66,70,65,57,70
4843,"Olivier Ntcham",3,2,72,72,43,62,72,68,63,62,67,43,74,70,73,47,66,45,32,32
4844,"Kim Min Woo",4,3,71,67,62,65,63,63,68,68,66,67,71,65,63,61,63,69,49,53
4845,"Samir Saad",3,2,46,58,70,82,83,58,66,45,68,41,56,57,51,36,40,50,49,49
4846,"Aleksandar Bjelica",4,2,68,69,68,70,69,79,67,54,69,72,69,71,79,34,67,71,70,52
4847,"Jonathan Zacaría",3,3,67,73,53,58,54,50,67,73,68,67,67,69,74,63,73,75,74,51
4848,"Dakonam Djené",3,2,59,44,70,73,73,81,67,49,69,60,48,54,67,29,27,51,48,22
4849,"Javier Mendoza",3,3,70,75,24,23,21,65,65,62,45,65,66,65,69,60,54,59,46,39
4850,"Alexis Martín Arias",3,1,22,18,15,16,18,25,68,19,27,20,29,22,18,19,15,17,14,12
4851,"Martín Barragán",4,2,70,68,31,31,36,65,62,64,31,58,65,55,70,70,62,66,54,65
4852,"Shuichi Gonda",2,1,20,19,14,21,16,28,70,35,33,17,27,26,26,21,18,21,13,19
4853,"Shusaku Nishikawa",3,1,27,29,16,13,17,25,54,15,18,18,53,45,16,14,17,13,12,35
4854,"Sequeira",3,2,64,65,65,71,70,66,69,57,79,68,63,60,69,47,62,60,56,39
4855,"Darwin Cerén",3,2,65,60,61,66,71,80,65,57,65,52,70,75,71,51,59,42,68,46
4856,"Wilker Ángel",3,2,45,38,68,63,68,77,58,27,73,34,53,50,42,21,37,32,25,24
4857,"Aníbal Godoy",3,2,65,64,60,58,66,74,69,41,64,42,79,77,73,49,38,48,38,31
4858,"Václav Cerný",3,3,77,78,19,19,20,47,64,59,25,53,64,48,68,66,60,72,52,64
4859,"Yeltsin Tejeda",3,2,70,68,66,67,66,72,66,57,67,57,72,71,80,47,53,57,40,46
4860,"Godfrey Oboabona",2,2,59,54,66,68,69,71,69,38,68,40,65,64,51,29,50,35,25,30
4861,"Jean Zimmer",3,2,70,69,70,71,70,66,69,56,67,74,72,59,58,53,50,60,39,47
4862,"Alvas Powell",3,3,64,72,65,69,73,80,64,63,67,59,54,55,62,41,48,48,29,29
4863,"Luca Bittante",2,2,68,68,64,68,70,64,68,60,65,68,68,62,59,38,40,52,43,39
4864,"Roberto",3,2,69,67,21,21,21,62,75,71,16,46,62,43,72,64,62,47,38,70
4865,"Filip Raicevic",3,3,70,55,18,24,21,49,61,71,25,25,60,49,73,74,66,43,25,68
4866,"Néstor Moiraghi",3,2,49,38,67,69,72,75,62,21,75,25,53,55,55,25,25,29,27,23
4867,"Boli Bolingoli",2,2,65,67,61,63,65,68,66,64,62,66,65,55,66,61,58,45,32,47
4868,"Renaud Emond",3,2,64,59,15,21,18,36,69,75,38,48,60,33,67,75,60,64,66,69
4869,"Uroš Spajic",3,2,66,57,69,65,66,83,64,41,68,53,56,53,59,34,36,39,34,30
4870,"Edimilson Fernandes",4,3,71,71,54,54,42,46,58,56,35,54,73,68,70,68,66,57,51,54
4871,"Birama Ndoye",3,2,65,52,69,69,74,69,57,65,54,53,69,65,66,62,61,44,35,43
4872,"Bruno Pires",3,2,64,48,71,59,69,70,68,31,67,43,65,55,56,49,34,31,31,42
4873,"Ibrahima Seck",3,2,58,45,66,62,66,74,74,37,81,48,66,56,70,27,32,35,39,32
4874,"Guido Milan",3,2,49,14,70,64,75,63,56,22,72,26,59,35,40,23,27,27,20,32
4875,"Gabriel Graciani",2,3,69,75,29,31,32,68,64,66,60,62,63,60,74,63,76,51,40,50
4876,"César",2,2,58,56,71,72,71,73,67,31,66,49,54,45,57,28,39,35,32,36
4877,"Lucas Pittinari",3,2,67,62,59,76,72,75,69,62,64,55,70,76,62,54,49,41,41,56
4878,"Walter Benítez",2,1,14,15,19,17,20,19,67,18,21,12,26,27,25,14,14,19,17,13
4879,"Ezequiel Rescaldani",2,2,66,60,28,22,32,34,69,72,35,43,62,42,76,69,68,47,59,61
4880,"Facundo Castillón",3,3,74,71,26,21,25,33,66,67,20,59,64,56,70,63,70,62,57,59
4881,"Lautaro Giannetti",2,2,42,44,72,81,75,70,62,26,63,35,44,42,52,32,33,37,59,32
